Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2/24/2019,2/25/2019,9218,APL*ITUNES.COM/BILL,Merchandise,6.33,
2/23/2019,2/25/2019,9218,STARBUCKS STORE 02524,Dining,2.6,
2/24/2019,2/25/2019,9218,ADOBE *PHOTOGPHY PLAN,Merchandise,10.59,
2/23/2019,2/25/2019,9218,PICK N SAVE #868,Merchandise,23.39,
2/22/2019,2/25/2019,9218,BRISCO COUNTY WOODEN GRIL,Dining,6.5,
2/22/2019,2/23/2019,9218,Blizzard Entertainment,Entertainment,63.35,
2/21/2019,2/23/2019,9218,SUBWAY        00388363,Dining,8.75,
2/21/2019,2/22/2019,9218,TRADER JOE'S #711  QPS,Merchandise,52.5,
2/21/2019,2/22/2019,9218,WM SUPERCENTER #1515,Merchandise,13.88,
2/19/2019,2/21/2019,9218,UNITED      0162608975559,Airfare,30,
2/19/2019,2/21/2019,9218,EXPRESS MARKET CON B,Merchandise,6.24,
2/19/2019,2/20/2019,9218,WOODY CREEK BAKERY & C,Dining,13.34,
2/19/2019,2/20/2019,9218,SQ *RISE & SHINE BI,Dining,11.18,
2/19/2019,2/20/2019,9218,Spotify USA,Phone/Cable,10.55,
2/18/2019,2/19/2019,9218,KING SOOPERS #0001,Merchandise,42.72,
2/17/2019,2/19/2019,9218,Work & Class,Dining,31.27,
2/18/2019,2/19/2019,9218,ARAPAHOE BASIN SKI AREA,Entertainment,85,
2/18/2019,2/18/2019,9218,UBER   TRIP,Other Travel,8.5,
2/18/2019,2/18/2019,9218,UBER   TRIP YATWU,Other Travel,1,
2/15/2019,2/18/2019,9218,DILLON RIDGE LIQUORS,Merchandise,25.02,
2/15/2019,2/18/2019,9218,ARAPAHOE CAFE,Dining,21.73,
2/17/2019,2/18/2019,9218,KEYSTONE LIFT TKTS/PASS,Entertainment,103,
2/16/2019,2/18/2019,9218,LAKESIDE BOWL,Entertainment,17,
2/15/2019,2/18/2019,9218,UNITED      0162608662450,Airfare,30,
2/16/2019,2/18/2019,9218,TWC*TIME WARNER CABLE,Phone/Cable,69.69,
2/16/2019,2/16/2019,9218,VERO MARKET LLC,Dining,20.41,
2/14/2019,2/16/2019,9218,STARBUCKS STORE 02351,Dining,2.57,
2/14/2019,2/16/2019,9218,REI #60 BROOKFIELD,Merchandise,92.41,
2/15/2019,2/16/2019,9218,NETPARK INTERFLIGHT,Gas/Automotive,40,
2/14/2019,2/15/2019,9218,VZWRLSS*APOCC VISN,Phone/Cable,65.87,
2/13/2019,2/14/2019,9218,PICK N SAVE #880,Merchandise,8.44,
2/13/2019,2/14/2019,9218,PICK N SAVE #880,Merchandise,12.16,
2/13/2019,2/14/2019,9218,SENDIK'S GERMANTOW,Merchandise,10.44,
2/12/2019,2/14/2019,9218,COLECTIVO COFFEE-MEQUO,Dining,16.4,
2/11/2019,2/13/2019,9218,KWIK TRIP  63100006312,Gas/Automotive,7.6,
2/11/2019,2/12/2019,9218,TARGET        00008631,Merchandise,40.12,
2/10/2019,2/11/2019,9218,UBER   TRIP,Other Travel,12.13,
2/10/2019,2/11/2019,9218,Central Standard,Dining,40,
2/9/2019,2/11/2019,9218,PABST BREWING CO,Dining,23,
2/9/2019,2/11/2019,9218,STARBUCKS STORE 09618,Dining,2.59,
2/9/2019,2/11/2019,9218,TACO BELL 031983,Dining,7.31,
2/9/2019,2/11/2019,9218,KWIK TRIP  63100006312,Gas/Automotive,34.81,
2/7/2019,2/8/2019,9218,PROGRESSIVE *INSURANCE,Insurance,494,
2/6/2019,2/7/2019,9218,PICK N SAVE #880,Merchandise,20.97,
2/5/2019,2/6/2019,9218,SQ *THE RUBY TAP,Dining,19.02,
2/5/2019,2/6/2019,9218,SENDIK'S WAUWATOSA,Merchandise,36.42,
2/3/2019,2/4/2019,9218,FRESH THYME #701 MILWAUKE,Merchandise,41.9,
2/3/2019,2/4/2019,9218,PICK N SAVE #868,Merchandise,12.87,
2/3/2019,2/4/2019,9218,Amazon web services,Other Services,0.61,
2/1/2019,2/4/2019,9218,STARBUCKS STORE 09618,Dining,2.59,
1/29/2019,2/1/2019,9218,TANGLE OF GERMANTOWN,Other Services,25,
1/29/2019,1/30/2019,9218,TRADER JOE'S #711  QPS,Merchandise,39.07,
1/28/2019,1/29/2019,9218,HLU*Hulu 318991826636-U,Phone/Cable,58.02,
1/28/2019,1/29/2019,9218,SUBPOP.COM,Merchandise,27.27,
1/28/2019,1/29/2019,9218,Microsoft *Store,Internet,146.79,
1/27/2019,1/28/2019,9218,DHAWAN CORPORATION,Gas/Automotive,30.16,
1/27/2019,1/28/2019,9218,FRESH THYME #701 MILWAUKE,Merchandise,34.24,
1/25/2019,1/28/2019,9218,STARBUCKS STORE 09618,Dining,2.59,
1/24/2019,1/25/2019,9218,PANERA BREAD #601553,Dining,1.46,
1/24/2019,1/25/2019,9218,PANERA BREAD #601553,Dining,9.02,
1/23/2019,1/25/2019,9218,OLYDIAS BAR AND GRILL,Dining,24.34,
1/24/2019,1/25/2019,9218,ADOBE *PHOTOGPHY PLAN,Merchandise,10.59,
1/24/2019,1/24/2019,9218,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,4394.4
1/22/2019,1/24/2019,9218,UNITED      0162435005174,Airfare,316.6,
1/22/2019,1/24/2019,9218,KWIK TRIP  63100006312,Gas/Automotive,29.82,
1/23/2019,1/23/2019,9218,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1500
1/22/2019,1/23/2019,9218,MILWAUKEE RESCUE,Other Services,1500,
1/21/2019,1/23/2019,9218,MENARDS GERMANTOWN WI,Merchandise,22.13,
1/21/2019,1/22/2019,9218,PICK N SAVE #880,Merchandise,19.34,
1/21/2019,1/22/2019,9218,TARGET        00008631,Merchandise,15.49,
1/19/2019,1/21/2019,9218,PICK N SAVE #868,Merchandise,12.97,
1/19/2019,1/21/2019,9218,AMZN Mktp US*MB3JN2MU1,Merchandise,153.68,
1/18/2019,1/21/2019,9218,ST1X GOLF ENTERTAINMENT,Entertainment,82.22,
1/19/2019,1/21/2019,9218,Spotify USA,Phone/Cable,10.55,
1/18/2019,1/19/2019,9218,SENDIK'S GERMANTOW,Merchandise,10.44,
1/17/2019,1/19/2019,9218,COLECTIVO COFFEE-MEQUO,Dining,21.01,
1/16/2019,1/17/2019,9218,TWC*TIME WARNER CABLE,Phone/Cable,69.69,
1/14/2019,1/15/2019,9218,VZWRLSS*APOCC VISN,Phone/Cable,65.85,
1/13/2019,1/14/2019,9218,OLD TOWN WI LLC,Dining,88.92,
1/11/2019,1/14/2019,9218,KWIK TRIP  63100006312,Gas/Automotive,29.92,
1/10/2019,1/10/2019,9218,Amazon Prime,Other Services,119.73,
1/8/2019,1/9/2019,9218,JOHNSTONMURPHY.COM 07515,Merchandise,137.27,
1/7/2019,1/8/2019,9218,PICK N SAVE #880,Merchandise,35.08,
1/4/2019,1/7/2019,9218,KWIK TRIP  84500008458,Gas/Automotive,21.94,
1/2/2019,1/4/2019,9218,USCONNECT WATSN VEND 1 S,Dining,1.45,
1/3/2019,1/3/2019,9218,Amazon web services,Other Services,0.18,
1/1/2019,1/2/2019,9218,UBER   TRIP XZIWZ,Other Travel,1,
1/1/2019,1/2/2019,9218,UBER   TRIP,Other Travel,8.78,
1/1/2019,1/2/2019,9218,UBER   TRIP,Other Travel,7.1,
12/31/2018,1/2/2019,9218,AMZ*Wikimedia Founda,Other Services,3.75,
12/30/2018,1/2/2019,9218,KWIK TRIP  97200009720,Gas/Automotive,27.84,
